
Enigma	2022-01-26 16:01:23	Project_Attack	72.68888888888888

Enigma	2022-01-26 16:02:34	Project_Attack	86.68888888888888

Enigma	2022-01-26 16:04:10	Project_Attack	86.68888888888888

Enigma	2022-01-26 16:37:08	Project_Attack	86.68888888888888

Enigma	2022-01-26 21:06:47	Project_Attack	81.24444444444444

Enigma	2022-01-26 21:07:24	Project_Attack	85.91111111111111

Enigma	2022-01-26 21:31:46	Project_Attack	84.23333333333332

Enigma	2022-01-26 21:34:46	Project_Attack	87.34444444444443

Enigma	2022-01-26 21:44:50	Project_Attack	87.34444444444443

Enigma	2022-01-26 22:05:01	Project_Attack	79.38888888888889

Enigma	2022-01-26 22:13:17	Project_Attack	87.42178124321832

Enigma	2022-01-26 22:15:27	Project_Attack	86.78470285203723

Enigma	2022-01-26 22:20:22	Project_Attack	85.46656964619955

Enigma	2022-01-26 22:22:01	Project_Attack	79.04956304762098

Enigma	2022-01-26 22:23:24	Project_Attack	87.74849111768935

Enigma	2022-01-26 22:24:56	Project_Attack	87.74849111768935

Enigma	2022-01-26 22:25:53	Project_Attack	87.1381464428372

Enigma	2022-01-26 22:26:20	Project_Attack	86.57812843322755

Enigma	2022-01-26 22:27:25	Project_Attack	87.26666666666668

Enigma	2022-01-26 22:28:49	Project_Attack	86.90163658989799

Enigma	2022-01-26 22:30:41	Project_Attack	75.2056197696262

Enigma	2022-01-26 22:33:08	Project_Attack	85.14847030639648

Enigma	2022-01-26 22:33:37	Project_Attack	77.67970284356011

Enigma	2022-01-26 22:34:42	Project_Attack	86.90163595411512

Enigma	2022-01-26 22:36:38	Project_Attack	80.3095620473226

Enigma	2022-01-26 22:38:24	Project_Attack	82.66376389397516

Enigma	2022-01-26 22:38:58	Project_Attack	85.86948356628419

Enigma	2022-01-26 22:39:34	Project_Attack	85.86070764329698

Enigma	2022-01-26 22:40:09	Project_Attack	78.71767921447754

Enigma	2022-01-26 22:40:50	Project_Attack	87.0135235680474
